"id","type","desc","start","stop","ref","url"
310,"spawn","1967-2005: Expansions based on annual redd counts from 10 index areas that have been consistently sampled on an annual basis.  Counts expanded by ratio of intrinsic potential within index areas to total within MASAs, summed over the population and multiplied by 2.1 fish per redd (ODFW Deer Creek study results).",1967,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
306,"spawn","1967-2005: Expansions based on annual redd counts from 4 index areas that have been consistently sampled on an annual basis.  Counts expanded by ratio of intrinsic potential within index areas to total by MASAs and adjusted based on recent weir count to esc. ratio above Lookingglass weir., summed over the population and multiplied by 2.1 fish per redd (ODFW Deer Creek study results).",1967,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
93,"age","1985-2006: Scale analyses of natural-origin fish taken for broodstock and from carcass sampling on the spawning grounds.",1985,2006,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
98,"age","2001-present.  Based on length frequencies in carcass sampling (natural-origin).  Used length-at-age developed from 1987-2000 sampling.  Prior years used scale analysis of carcasses if more than 20 sampled; Wenaha average for other years if less than 20 carcasses sampled.",2001,2010,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
76,"age","Age structure based on natural-origin carcass sampling (scale analysis and length-age relationships).",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
82,"age","2001-present: Age structure based on length frequency analysis of carcasses (natural-origin).  If < 20 sampled, used aggregate sample for all Grande Ronde populations.  Scale samples for years prior to 2001.",2001,2010,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
66,"age"," Prior to 1997 based on carcass sampling of natural-origin returns.",1957,1996,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
66,"age","1997-2005: Sampling natural-origin returns at weir, scale or length-at-age analyses. ",1997,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
62,"age","Age structure based on natural-origin carcass sampling (primarily length-age relationships, scale analyses if available).  If <20 carcasses, used Grande Ronde aggregate sample results.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
67,"age","1982-2005: based on scale analysis of natural-origin returns to weir (n>20).  1949-1981 carcass recoveries.  Average used if insufficient number of carcasses surveyed in any year.",1982,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
91,"age","1960-2001: Age structure based on natural-origin carcass sampling in Poverty Flat reach (primarily length-age relationships, scale analyses if available).  If <20 carcasses, used Poverty/Johnson/Secesh River aggregate sample results.",1960,2001,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
90,"age","1960-2001: Age structure based on natural-origin carcass sampling in Secesh/Lake Creek (primarily length-age relationships, scale analyses if available).  If <20 carcasses, used Poverty/Johnson/Secesh River aggregate sample results.",1960,2001,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
65,"age","1960-2001: Age structure based on natural-origin carcass sampling in Johnson Creek (primarily length-age relationships, scale analyses if available).  If <20 carcasses, used Poverty/Johnson/Secesh River aggregate sample results.",1960,2001,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
63,"age","Assigned age based on sample carcass lengths, general length by age distributions from aggregate Middle Fork Salmon River sampling.",NA,2001,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
59,"age","Direct samples >20 carcasses for 2 of 14 recent years; applied Middle Fork aggregate to other years. Assigned age based on sample carcass lengths, general length by age distributions from aggregate Middle Fork Salmon River sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
81,"age","Assigned age based on sample carcass lengths, general length by age distributions from aggregate Middle Fork Salmon River sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
61,"age","Assigned age based on sample carcass lengths, general length by age distributions from aggregate Middle Fork Salmon River sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
75,"age","Assigned age based on sample carcass lengths, general length by age distributions from aggregate Middle Fork Salmon River sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
80,"age","Assigned age based on sample carcass lengths, general length by age distributions from aggregate Middle Fork Salmon River sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
92,"age","Direct samples >20 carcasses for 3 of 14 recent years; applied Middle Fork aggregate to other years. Assigned age based on sample carcass lengths, general length by age distributions from aggregate Middle Fork Salmon River sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
58,"age","Direct samples >20 carcasses for 7 of 14 recent years; applied Middle Fork aggregate to other years. Assigned age based on sample carcass lengths, general length by age distributions from aggregate Middle Fork Salmon River sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
78,"age","Direct samples >20 carcasses for 7 of 14 recent years; applied Middle Fork aggregate to other years. Assigned age based on sample carcass lengths, general length by age distributions from aggregate Middle Fork Salmon River sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
70,"age","Lemhi R. carcass samples 1960-1975, average for other years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
85,"age","Scale readings from fish collected at weir.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
88,"age","No systematic carcass sampling in this population.  Applied Upper Salmon aggregate.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
64,"age","No consistent sampling within population.  Applied avg. natural-origin age comp. (1999-2005) across samples from Valley Cr., Upper Salmon & Yankee Fork.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
99,"age","No consistent sampling within population.  Applied avg. natural-origin age comp. (1999-2005) across samples from Valley Cr., Upper Salmon & Yankee Fork.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
97,"age","Length frequencies from carcass sampling, length-at-age from aggregate Salmon River (?) samples. Applied 1960-1997 avg. when sample size <20.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
89,"age","1985 present: Length-at-age analysis of natural origin fish sampled at Sawtooth weir.",1985,2010,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
310,"age","Annual escapement estimates were assigned to age classes based on average age structure of natural-origin adults that returned to Deer Creek (Grande Ronde River basin) from 1999 through 2004.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
306,"age","1999-2003: Annual age composition generated by averaging across sample estimates from weirs on Catherine Cr, Lookingglass Cr and Upper Grande Ronde mainstem.  Scale samples (2002/2003), length/age key other years.  Average across 199-2003 applied to prior years.",1999,2003,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
93,"hatch","Hatchery contributions based on broodstock and natural spawning area carcass sampling (fin clips and CWTs).",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
98,"hatch","Observed fin clips/CWTs in carcass sampling. Prior to 1995, used discriminant analysis of scale patterns.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
76,"hatch","1987-present: hatchery contributions based on carcass sampling (fin clips and CWTs).",1987,2010,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
82,"hatch","Hatchery contributions based on carcass sampling (fin clips and CWTs).",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
66,"hatch","1998-2005: Proportion of fish at weir with fin clip.  Prior to 1998, proportion of CWTs or discriminant scale analyses applied to carcass samples.",1998,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
62,"hatch","1998-present: CWT or fin clips from carcass surveys.  1986-94, discriminant scale analyses and observed CWT/fin clips from carcass surveys.  Prior to 1986, hatchery contributions assumed negligible (no releases in basin).",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
67,"hatch","Prior to 1985, assumed no hatchery contributions.  1985-present, presence of fin clips/CWTs in weir returns, carcass sampling.",1985,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
91,"hatch","Carcass survey results aggregated by section (above the weir, immediately below the weir and the lower river) applied to the expanded number of adults for the corresponding index area.   Estimates hatchery fish released above the weir reconstructed from IDFG hatchery records.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
90,"hatch","Hatchery/wild composition based on ad-clips detected in carcass survey samples.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
65,"hatch","2001-present, based on observed mark to unmarked ratios at weir (Nez Perce tribal fishery sampling), 1960-2000 IDFG carcass sampling in Johnson Creek.",2001,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
63,"hatch","Carcass surveys generally defer to Middle Fork composites.  No hatchery fish observed in Middle Fork samples in most years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
59,"hatch","Carcass surveys generally defer to Middle Fork composites.  No hatchery fish observed in Middle Fork samples in most years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
81,"hatch","Carcass surveys generally defer to Middle Fork composites.  No hatchery fish observed in Middle Fork samples in most years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
61,"hatch","Carcass surveys generally defer to Middle Fork composites.  No hatchery fish observed in Middle Fork samples in most years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
75,"hatch","Carcass surveys generally defer to Middle Fork composites.  No hatchery fish observed in Middle Fork samples in most years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
80,"hatch","Carcass surveys generally defer to Middle Fork composites.  No hatchery fish observed in Middle Fork samples in most years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
92,"hatch","Carcass surveys generally defer to Middle Fork composites.  No hatchery fish observed in Middle Fork samples in most years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
58,"hatch","Carcass surveys generally defer to Middle Fork composites.  No hatchery fish observed in Middle Fork samples in most years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
78,"hatch","Carcass surveys generally defer to Middle Fork composites.  No hatchery fish observed in Middle Fork samples in most years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
70,"hatch",NA,NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
85,"hatch","Estimated from sampling of fish collected at weir in most years.  Extrapolated from releases levels in some years.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
88,"hatch","No systematic carcass sampling. IDFG assumes negligible hatchery spawners in this reach.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
64,"hatch","1984-1993. Based on IDFG records of hatchery/natural-origin releases over weir.  Hatchery releases (and weir operations) ceased with 1993 brood.  Hatchery returns for 1994-1998 estimated based on brood year return rates.",1984,1993,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
99,"hatch","Assumed 100% natural origin based on lack of mark recoveries in IDFG carcass sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
97,"hatch","Assumed 100% natural origin based on lack of mark recoveries in IDFG carcass sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
89,"hatch","1996-2005:  All returning hatchery fish marked. Ratios based on observed returns to weir.  1981-95: IDFG reconstructions from hatchery records of the number of marked and unmarked fish passed over the Sawtooth weir.",1996,2005,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
310,"hatch","No direct releases into population.  Assumed straying from out of basin programs has been negligible based on lack of observed hatchery fish in field sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
306,"hatch","Estimated hatchery contribution by applying estimated smolt to adult return rates to brood year release numbers into natural production areas in Upper Grande Ronde.  Assumed straying from out of basin programs has been negligible based on lack of observed hatchery fish in field sampling.",NA,NA,"Current Status Reviews:Interior Columbia River Basin Salmon ESUs and Steelhead DPSs",""
